"https://softline.ru/about/news/softlayn-resheniya-gk-softline-i-ddos-guard-zaklyuchili-soglashenie-o-tekhnologicheskom-partnerstve","Нет ссылки","«Софтлайн Решения» (ГК Softline) и DDoS-Guard заключили соглашение о технологическом партнерстве в сфере кибербезопасности","текстовое упоминание","2026-03-19T16:20:22.789Z"
"https://softline.ru/about/news/softlayn-resheniya-gk-softline-i-ddos-guard-zaklyuchili-soglashenie-o-tekhnologicheskom-partnerstve","Нет ссылки","«Софтлайн Решения» (ГК Softline), лидирующий в России ИТ-поставщик продуктов и услуг в области цифровой трансформации и информационной безопасности, и компания DDoS-Guard — один из крупнейших отечественных провайдеров комплексной защиты от DDoS-атак — заключили соглашение о сотрудничестве. Партнерст","текстовое упоминание","2026-03-19T16:20:22.789Z"
"https://softline.ru/about/news/softlayn-resheniya-gk-softline-i-ddos-guard-zaklyuchili-soglashenie-o-tekhnologicheskom-partnerstve","Нет ссылки","В продуктовый портфель «Софтлайн Решений» войдут следующие решения DDoS-Guard: сервисы защиты от DDoS-атак для сайтов и сетевой инфраструктуры, а также все сопутствующие этому дополнительные опции и модули. Среди них — встроенный бесплатный CDN для ускорения доставки контента, DNS‑хостинг с полным д","текстовое упоминание","2026-03-19T16:20:22.789Z"
"https://softline.ru/about/news/softlayn-resheniya-gk-softline-i-ddos-guard-zaklyuchili-soglashenie-o-tekhnologicheskom-partnerstve","Нет ссылки","Сервис защиты от DDoS-Guard включает в себя интеллектуальную систему фильтрации трафика, автоматическую адаптацию к новым сценариям атак и круглосуточный мониторинг состояния защищаемых ресурсов. Услуга полностью соответствует требованиям к импортонезависимому ПО и может использоваться как государст","текстовое упоминание","2026-03-19T16:20:22.789Z"
"https://softline.ru/about/news/softlayn-resheniya-gk-softline-i-ddos-guard-zaklyuchili-soglashenie-o-tekhnologicheskom-partnerstve","Нет ссылки","«Партнерство с “Софтлайн Решениями”открывает новые возможности для расширения нашего присутствия на рынке. Сотрудничество позволит увеличить количество защищенных от DDoS-атак отечественных сервисов — как в государственной, так и в коммерческой сфере, что положительно скажется на уровне кибербезопас","текстовое упоминание","2026-03-19T16:20:22.789Z"
"https://softline.ru/about/news/softlayn-resheniya-gk-softline-i-ddos-guard-zaklyuchili-soglashenie-o-tekhnologicheskom-partnerstve","Нет ссылки","«Мы постоянно анализируем рынок в поиске лучших и надежных решений для наших клиентов. Партнерство с DDoS-Guard позволяет нам расширить собственный портфель сервисов кибербезопасности за счет проверенных и технологичных продуктов вендора, которые уже показали свою эффективность против самых сложных ","текстовое упоминание","2026-03-19T16:20:22.789Z"
"https://softline.ru/about/news/softlayn-resheniya-gk-softline-i-ddos-guard-zaklyuchili-soglashenie-o-tekhnologicheskom-partnerstve","Нет ссылки","ООО «ДДОС-ГВАРД» предоставляет услуги безопасности с 2011 года, компания применяет только собственные разработки и технологии. За 2024 год система отразила 2,4 миллиона DDoS-атак. Под защитой DDoS-Guard в настоящее время находятся более 700 тысяч сайтов и организаций.","текстовое упоминание","2026-03-19T16:20:22.789Z"
"https://softline.ru/solutions/security/ddos-zashchita","Нет ссылки","DDoS-Guard","текстовое упоминание","2026-03-19T16:20:24.284Z"
"https://store.softline.ru/antivirusi-bezopasnost/bezopasnost-zaschita-informatsii/","Нет ссылки","DDoS-Guard","текстовое упоминание","2026-03-19T16:20:26.709Z"
"https://store.softline.ru/antivirusi-bezopasnost/","Нет ссылки","DDoS-Guard","текстовое упоминание","2026-03-19T16:20:28.705Z"
"https://store.softline.ru/antivirusi-bezopasnost/","Нет ссылки","DDoS-Guard","текстовое упоминание","2026-03-19T16:20:30.875Z"
"https://store.softline.ru/antivirusi-bezopasnost/","Нет ссылки","DDoS-Guard","текстовое упоминание","2026-03-19T16:20:34.590Z"
"https://store.softline.ru/antivirusi-bezopasnost/bezopasnost-zaschita-informatsii/","Нет ссылки","DDoS-Guard","текстовое упоминание","2026-03-19T16:20:43.637Z"
"https://store.softline.ru/antivirusi-bezopasnost/","Нет ссылки","DDoS-Guard","текстовое упоминание","2026-03-19T16:20:59.059Z"
